title,label,category,explanation_tokens,platform
You Won't Believe This Engineer Video!,1,emotional,Web Development|Students,YouTube
Top 5 AI Videos You Must Watch!,1,curiosity_gap,Students|Web Development,YouTube
Machine Learning Tutorial for Beginners,0,none,,YouTube
The Truth About Kerala Finally Revealed!,1,shock_value,Gaming|Web Development,YouTube
Gaming Tutorial for Beginners,0,none,,YouTube
This Web Development Experiment Shocked Everyone!,1,curiosity_gap,Technology|Startup,YouTube
Students Basics for Students,0,none,,YouTube
People Are Shocked After Watching This Gaming!,1,curiosity_gap,Kerala|Technology,YouTube
Health Basics for Students,0,none,,YouTube
Gaming Demo and Walkthrough,0,none,,YouTube
Beginner Friendly Technology Course,0,none,,YouTube
This Finance Experiment Shocked Everyone!,1,exaggeration,Technology|Gaming,YouTube
Complete Guide to Machine Learning,0,none,,YouTube
Technology Demo and Walkthrough,0,none,,YouTube
Everyone Is Talking About This Cybersecurity!,1,emotional,Python|Python,YouTube
Top 5 Gaming Videos You Must Watch!,1,shock_value,Health|Technology,YouTube
This Finance Video Is Breaking The Internet!,1,curiosity_gap,Machine Learning|Kerala,YouTube
You Will Regret Missing This Engineer Video!,1,misleading_number,Gaming|Startup,YouTube
Health Review and Performance Test,0,none,,YouTube
You Won't Believe This Kerala Video!,1,misleading_number,Web Development|Technology,YouTube
You Won't Believe This Mobile Video!,1,exaggeration,Kerala|Engineer,YouTube
I Tried Machine Learning And THIS Happened!,1,emotional,Technology|Data Science,YouTube
You Won't Believe This Students Video!,1,exaggeration,Gaming|Mobile,YouTube
You Won't Believe This Python Video!,1,emotional,Gaming|Technology,YouTube
People Are Shocked After Watching This AI!,1,emotional,Data Science|Finance,YouTube
Top 5 Python Videos You Must Watch!,1,exaggeration,Web Development|Data Science,YouTube
People Are Shocked After Watching This AI!,1,exaggeration,Students|Data Science,YouTube
This AI Trick Went Viral Overnight!,1,misleading_number,Web Development|Kerala,YouTube
Cybersecurity Demo and Walkthrough,0,none,,YouTube
Data Science Review and Performance Test,0,none,,YouTube
You Will Regret Missing This Data Science Video!,1,emotional,Cybersecurity|Mobile,YouTube
This Mobile Video Is Breaking The Internet!,1,exaggeration,Engineer|Engineer,YouTube
You Won't Believe This Technology Video!,1,emotional,Cybersecurity|Machine Learning,YouTube
This AI Video Is Breaking The Internet!,1,exaggeration,Gaming|Startup,YouTube
Students Project Explanation,0,none,,YouTube
Mobile Basics for Students,0,none,,YouTube
Beginner Friendly Web Development Course,0,none,,YouTube
The Truth About Python Finally Revealed!,1,exaggeration,Finance|Data Science,YouTube
You Won't Believe This Engineer Video!,1,exaggeration,Engineer|Finance,YouTube
How Engineer Works Step by Step,0,none,,YouTube
Health Demo and Walkthrough,0,none,,YouTube
I Tried Kerala And THIS Happened!,1,misleading_number,Startup|Engineer,YouTube
You Will Regret Missing This AI Video!,1,shock_value,Machine Learning|Finance,YouTube
People Are Shocked After Watching This Machine Learning!,1,curiosity_gap,AI|Technology,YouTube
This Finance Video Is Breaking The Internet!,1,shock_value,Machine Learning|Technology,YouTube
Technology Project Explanation,0,none,,YouTube
People Are Shocked After Watching This Python!,1,exaggeration,Web Development|Engineer,YouTube
Web Development Basics for Students,0,none,,YouTube
People Are Shocked After Watching This Data Science!,1,exaggeration,Engineer|Finance,YouTube
I Tried Technology And THIS Happened!,1,misleading_number,Students|Machine Learning,YouTube
Top 5 Technology Videos You Must Watch!,1,shock_value,Python|Python,YouTube
Python Demo and Walkthrough,0,none,,YouTube
I Tried Gaming And THIS Happened!,1,shock_value,Engineer|Data Science,YouTube
Startup Basics for Students,0,none,,YouTube
The Truth About Python Finally Revealed!,1,emotional,Kerala|AI,YouTube
Python Review and Performance Test,0,none,,YouTube
Top 5 Students Videos You Must Watch!,1,misleading_number,Health|Cybersecurity,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,emotional,Cybersecurity|Startup,YouTube
Cybersecurity Demo and Walkthrough,0,none,,YouTube
Kerala Basics for Students,0,none,,YouTube
Cybersecurity Project Explanation,0,none,,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
This Python Experiment Shocked Everyone!,1,curiosity_gap,Gaming|Technology,YouTube
Complete Guide to Finance,0,none,,YouTube
Complete Guide to Students,0,none,,YouTube
You Won't Believe This Python Video!,1,exaggeration,Health|Web Development,YouTube
The Truth About Health Finally Revealed!,1,misleading_number,Engineer|Startup,YouTube
I Tried Finance And THIS Happened!,1,curiosity_gap,Engineer|AI,YouTube
Beginner Friendly Gaming Course,0,none,,YouTube
Python Basics for Students,0,none,,YouTube
Beginner Friendly Technology Course,0,none,,YouTube
This AI Video Is Breaking The Internet!,1,shock_value,Health|Engineer,YouTube
Top 5 Startup Videos You Must Watch!,1,exaggeration,Engineer|Cybersecurity,YouTube
How Mobile Works Step by Step,0,none,,YouTube
Mobile Analysis with Real Examples,0,none,,YouTube
Mobile Tutorial for Beginners,0,none,,YouTube
This Web Development Experiment Shocked Everyone!,1,misleading_number,Data Science|Finance,YouTube
Data Science Analysis with Real Examples,0,none,,YouTube
People Are Shocked After Watching This Web Development!,1,shock_value,Python|AI,YouTube
I Tried Data Science And THIS Happened!,1,shock_value,Technology|Health,YouTube
This AI Experiment Shocked Everyone!,1,curiosity_gap,Finance|Gaming,YouTube
Top 5 Cybersecurity Videos You Must Watch!,1,misleading_number,Engineer|Technology,YouTube
I Tried Health And THIS Happened!,1,misleading_number,Gaming|Mobile,YouTube
People Are Shocked After Watching This Web Development!,1,curiosity_gap,Cybersecurity|Technology,YouTube
Mobile Explained in 10 Minutes,0,none,,YouTube
Python Project Explanation,0,none,,YouTube
How Engineer Works Step by Step,0,none,,YouTube
This Web Development Video Is Breaking The Internet!,1,misleading_number,Startup|Startup,YouTube
You Will Regret Missing This Mobile Video!,1,curiosity_gap,Mobile|Engineer,YouTube
Top 5 Engineer Videos You Must Watch!,1,exaggeration,Startup|Web Development,YouTube
Beginner Friendly AI Course,0,none,,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
This Gaming Trick Went Viral Overnight!,1,exaggeration,Mobile|Cybersecurity,YouTube
This Kerala Trick Went Viral Overnight!,1,curiosity_gap,Cybersecurity|Engineer,YouTube
How Health Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Mobile!,1,misleading_number,Students|AI,YouTube
Finance Review and Performance Test,0,none,,YouTube
Complete Guide to Mobile,0,none,,YouTube
Kerala Analysis with Real Examples,0,none,,YouTube
Health Basics for Students,0,none,,YouTube
I Tried Mobile And THIS Happened!,1,misleading_number,Finance|Startup,YouTube
You Won't Believe This Machine Learning Video!,1,curiosity_gap,Finance|Technology,YouTube
Kerala Tutorial for Beginners,0,none,,YouTube
Complete Guide to Students,0,none,,YouTube
Health Review and Performance Test,0,none,,YouTube
Everyone Is Talking About This Startup!,1,shock_value,Kerala|Machine Learning,YouTube
The Truth About Mobile Finally Revealed!,1,misleading_number,Startup|Technology,YouTube
You Won't Believe This Technology Video!,1,emotional,Mobile|Data Science,YouTube
Complete Guide to Engineer,0,none,,YouTube
You Will Regret Missing This Python Video!,1,curiosity_gap,Health|Machine Learning,YouTube
Kerala Demo and Walkthrough,0,none,,YouTube
Python Analysis with Real Examples,0,none,,YouTube
Beginner Friendly Python Course,0,none,,YouTube
The Truth About Startup Finally Revealed!,1,emotional,Gaming|Engineer,YouTube
Beginner Friendly Mobile Course,0,none,,YouTube
This Finance Experiment Shocked Everyone!,1,emotional,Mobile|Finance,YouTube
Cybersecurity Review and Performance Test,0,none,,YouTube
You Won't Believe This Mobile Video!,1,curiosity_gap,Cybersecurity|Students,YouTube
The Truth About Startup Finally Revealed!,1,misleading_number,AI|Technology,YouTube
You Won't Believe This Kerala Video!,1,exaggeration,Finance|Gaming,YouTube
How Data Science Works Step by Step,0,none,,YouTube
Beginner Friendly Cybersecurity Course,0,none,,YouTube
I Tried Python And THIS Happened!,1,exaggeration,AI|Technology,YouTube
Machine Learning Demo and Walkthrough,0,none,,YouTube
This Students Video Is Breaking The Internet!,1,exaggeration,Health|Cybersecurity,YouTube
Complete Guide to Students,0,none,,YouTube
Web Development Tutorial for Beginners,0,none,,YouTube
Startup Review and Performance Test,0,none,,YouTube
How Startup Works Step by Step,0,none,,YouTube
You Won't Believe This Health Video!,1,exaggeration,Python|Finance,YouTube
Cybersecurity Tutorial for Beginners,0,none,,YouTube
The Truth About Technology Finally Revealed!,1,misleading_number,Data Science|AI,YouTube
Engineer Tutorial for Beginners,0,none,,YouTube
Students Tutorial for Beginners,0,none,,YouTube
AI Analysis with Real Examples,0,none,,YouTube
Complete Guide to Students,0,none,,YouTube
Startup Analysis with Real Examples,0,none,,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
I Tried Cybersecurity And THIS Happened!,1,curiosity_gap,Gaming|Cybersecurity,YouTube
This Startup Trick Went Viral Overnight!,1,exaggeration,Health|Data Science,YouTube
You Won't Believe This Web Development Video!,1,exaggeration,Web Development|Python,YouTube
Finance Review and Performance Test,0,none,,YouTube
Kerala Demo and Walkthrough,0,none,,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,shock_value,Finance|Health,YouTube
Everyone Is Talking About This Startup!,1,misleading_number,Python|Students,YouTube
Students Analysis with Real Examples,0,none,,YouTube
This Machine Learning Experiment Shocked Everyone!,1,emotional,Web Development|Finance,YouTube
Kerala Project Explanation,0,none,,YouTube
How Mobile Works Step by Step,0,none,,YouTube
Complete Guide to Technology,0,none,,YouTube
The Truth About Kerala Finally Revealed!,1,emotional,Python|Python,YouTube
How Web Development Works Step by Step,0,none,,YouTube
Beginner Friendly Engineer Course,0,none,,YouTube
The Truth About Kerala Finally Revealed!,1,misleading_number,Engineer|Kerala,YouTube
You Will Regret Missing This Cybersecurity Video!,1,emotional,Students|Data Science,YouTube
This Health Trick Went Viral Overnight!,1,misleading_number,Python|Students,YouTube
This Cybersecurity Experiment Shocked Everyone!,1,exaggeration,Health|Gaming,YouTube
Everyone Is Talking About This Technology!,1,curiosity_gap,Gaming|Cybersecurity,YouTube
How Machine Learning Works Step by Step,0,none,,YouTube
Cybersecurity Basics for Students,0,none,,YouTube
Complete Guide to Machine Learning,0,none,,YouTube
Python Explained in 10 Minutes,0,none,,YouTube
Finance Explained in 10 Minutes,0,none,,YouTube
This Python Experiment Shocked Everyone!,1,misleading_number,Python|Web Development,YouTube
Complete Guide to Technology,0,none,,YouTube
Web Development Demo and Walkthrough,0,none,,YouTube
You Will Regret Missing This Health Video!,1,shock_value,Cybersecurity|Web Development,YouTube
This Machine Learning Experiment Shocked Everyone!,1,curiosity_gap,Gaming|Technology,YouTube
Students Project Explanation,0,none,,YouTube
Machine Learning Explained in 10 Minutes,0,none,,YouTube
Python Explained in 10 Minutes,0,none,,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
Beginner Friendly Startup Course,0,none,,YouTube
I Tried Students And THIS Happened!,1,curiosity_gap,Python|Kerala,YouTube
I Tried Technology And THIS Happened!,1,emotional,Data Science|Finance,YouTube
Complete Guide to Engineer,0,none,,YouTube
Engineer Demo and Walkthrough,0,none,,YouTube
You Won't Believe This Engineer Video!,1,exaggeration,Cybersecurity|Web Development,YouTube
I Tried Machine Learning And THIS Happened!,1,curiosity_gap,Health|Startup,YouTube
Beginner Friendly Students Course,0,none,,YouTube
Gaming Analysis with Real Examples,0,none,,YouTube
How Gaming Works Step by Step,0,none,,YouTube
Startup Review and Performance Test,0,none,,YouTube
Top 5 Technology Videos You Must Watch!,1,misleading_number,Students|Data Science,YouTube
Beginner Friendly Finance Course,0,none,,YouTube
You Won't Believe This Data Science Video!,1,misleading_number,Kerala|Technology,YouTube
Cybersecurity Demo and Walkthrough,0,none,,YouTube
This Machine Learning Experiment Shocked Everyone!,1,curiosity_gap,Web Development|Engineer,YouTube
Machine Learning Demo and Walkthrough,0,none,,YouTube
Everyone Is Talking About This Web Development!,1,emotional,Web Development|Technology,YouTube
This Machine Learning Experiment Shocked Everyone!,1,exaggeration,Finance|Technology,YouTube
Engineer Tutorial for Beginners,0,none,,YouTube
How Web Development Works Step by Step,0,none,,YouTube
You Won't Believe This Cybersecurity Video!,1,emotional,Startup|Kerala,YouTube
Web Development Demo and Walkthrough,0,none,,YouTube
Gaming Review and Performance Test,0,none,,YouTube
This Gaming Trick Went Viral Overnight!,1,misleading_number,AI|Python,YouTube
The Truth About Kerala Finally Revealed!,1,exaggeration,Gaming|Machine Learning,YouTube
Complete Guide to AI,0,none,,YouTube
AI Review and Performance Test,0,none,,YouTube
How Machine Learning Works Step by Step,0,none,,YouTube
This Startup Experiment Shocked Everyone!,1,emotional,Python|Startup,YouTube
You Won't Believe This Technology Video!,1,shock_value,Gaming|Technology,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
Machine Learning Analysis with Real Examples,0,none,,YouTube
Finance Review and Performance Test,0,none,,YouTube
Engineer Review and Performance Test,0,none,,YouTube
Complete Guide to Kerala,0,none,,YouTube
How Technology Works Step by Step,0,none,,YouTube
Python Explained in 10 Minutes,0,none,,YouTube
Top 5 Mobile Videos You Must Watch!,1,curiosity_gap,Finance|Startup,YouTube
Finance Basics for Students,0,none,,YouTube
Python Explained in 10 Minutes,0,none,,YouTube
You Won't Believe This Machine Learning Video!,1,emotional,Mobile|Data Science,YouTube
This Gaming Experiment Shocked Everyone!,1,curiosity_gap,Kerala|Health,YouTube
You Will Regret Missing This AI Video!,1,misleading_number,Web Development|Finance,YouTube
This Kerala Video Is Breaking The Internet!,1,exaggeration,AI|Cybersecurity,YouTube
Python Explained in 10 Minutes,0,none,,YouTube
Everyone Is Talking About This Machine Learning!,1,misleading_number,Mobile|Gaming,YouTube
Kerala Tutorial for Beginners,0,none,,YouTube
Machine Learning Project Explanation,0,none,,YouTube
This Web Development Experiment Shocked Everyone!,1,shock_value,Technology|Health,YouTube
Students Explained in 10 Minutes,0,none,,YouTube
This Gaming Experiment Shocked Everyone!,1,shock_value,Cybersecurity|Finance,YouTube
You Will Regret Missing This Students Video!,1,shock_value,Finance|Kerala,YouTube
You Will Regret Missing This Health Video!,1,curiosity_gap,Web Development|Students,YouTube
Technology Review and Performance Test,0,none,,YouTube
This Web Development Trick Went Viral Overnight!,1,exaggeration,Mobile|Machine Learning,YouTube
This Cybersecurity Video Is Breaking The Internet!,1,curiosity_gap,Startup|Python,YouTube
People Are Shocked After Watching This Health!,1,curiosity_gap,Technology|Python,YouTube
This Startup Video Is Breaking The Internet!,1,shock_value,Finance|Health,YouTube
How Technology Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Cybersecurity!,1,misleading_number,Kerala|Engineer,YouTube
You Won't Believe This Finance Video!,1,curiosity_gap,Cybersecurity|Startup,YouTube
How Technology Works Step by Step,0,none,,YouTube
How Python Works Step by Step,0,none,,YouTube
AI Tutorial for Beginners,0,none,,YouTube
This Students Trick Went Viral Overnight!,1,emotional,Engineer|Health,YouTube
Cybersecurity Analysis with Real Examples,0,none,,YouTube
Complete Guide to Engineer,0,none,,YouTube
Startup Explained in 10 Minutes,0,none,,YouTube
Python Tutorial for Beginners,0,none,,YouTube
Complete Guide to Students,0,none,,YouTube
Health Project Explanation,0,none,,YouTube
Startup Basics for Students,0,none,,YouTube
Top 5 Engineer Videos You Must Watch!,1,curiosity_gap,Engineer|Web Development,YouTube
This Engineer Video Is Breaking The Internet!,1,exaggeration,Startup|Startup,YouTube
This Startup Trick Went Viral Overnight!,1,curiosity_gap,Gaming|Data Science,YouTube
Complete Guide to Machine Learning,0,none,,YouTube
Beginner Friendly Kerala Course,0,none,,YouTube
Health Basics for Students,0,none,,YouTube
This Kerala Experiment Shocked Everyone!,1,misleading_number,Health|Machine Learning,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
Everyone Is Talking About This Engineer!,1,shock_value,AI|Kerala,YouTube
This Finance Video Is Breaking The Internet!,1,misleading_number,Python|Machine Learning,YouTube
Health Explained in 10 Minutes,0,none,,YouTube
Students Demo and Walkthrough,0,none,,YouTube
This Health Trick Went Viral Overnight!,1,emotional,Cybersecurity|Gaming,YouTube
Finance Project Explanation,0,none,,YouTube
I Tried Health And THIS Happened!,1,shock_value,Students|AI,YouTube
How AI Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Gaming!,1,shock_value,Data Science|Students,YouTube
You Will Regret Missing This Students Video!,1,misleading_number,Finance|Technology,YouTube
You Won't Believe This Engineer Video!,1,exaggeration,Startup|Health,YouTube
This Python Video Is Breaking The Internet!,1,curiosity_gap,Machine Learning|AI,YouTube
You Will Regret Missing This Web Development Video!,1,shock_value,Data Science|Gaming,YouTube
Cybersecurity Analysis with Real Examples,0,none,,YouTube
The Truth About AI Finally Revealed!,1,exaggeration,AI|Mobile,YouTube
This Web Development Video Is Breaking The Internet!,1,curiosity_gap,Gaming|AI,YouTube
Everyone Is Talking About This Engineer!,1,curiosity_gap,Web Development|Technology,YouTube
The Truth About AI Finally Revealed!,1,emotional,Gaming|Students,YouTube
Students Demo and Walkthrough,0,none,,YouTube
This Data Science Experiment Shocked Everyone!,1,misleading_number,Finance|AI,YouTube
This Machine Learning Trick Went Viral Overnight!,1,exaggeration,Gaming|Startup,YouTube
Beginner Friendly Health Course,0,none,,YouTube
This Startup Experiment Shocked Everyone!,1,emotional,AI|Machine Learning,YouTube
AI Basics for Students,0,none,,YouTube
This Students Experiment Shocked Everyone!,1,misleading_number,Mobile|Health,YouTube
Complete Guide to Mobile,0,none,,YouTube
Complete Guide to Startup,0,none,,YouTube
This Gaming Trick Went Viral Overnight!,1,curiosity_gap,Cybersecurity|Python,YouTube
You Will Regret Missing This Mobile Video!,1,exaggeration,Web Development|AI,YouTube
Top 5 Python Videos You Must Watch!,1,exaggeration,Engineer|Engineer,YouTube
People Are Shocked After Watching This AI!,1,curiosity_gap,AI|Web Development,YouTube
People Are Shocked After Watching This Web Development!,1,curiosity_gap,Students|Python,YouTube
People Are Shocked After Watching This Data Science!,1,misleading_number,Finance|Health,YouTube
You Will Regret Missing This Data Science Video!,1,exaggeration,Health|Python,YouTube
You Will Regret Missing This Students Video!,1,curiosity_gap,AI|Engineer,YouTube
This Finance Experiment Shocked Everyone!,1,misleading_number,Startup|Health,YouTube
Beginner Friendly Python Course,0,none,,YouTube
The Truth About Health Finally Revealed!,1,misleading_number,Health|Finance,YouTube
Cybersecurity Basics for Students,0,none,,YouTube
Students Tutorial for Beginners,0,none,,YouTube
This Technology Video Is Breaking The Internet!,1,shock_value,Finance|Machine Learning,YouTube
I Tried Kerala And THIS Happened!,1,shock_value,Gaming|Finance,YouTube
You Will Regret Missing This Data Science Video!,1,shock_value,Python|Data Science,YouTube
AI Review and Performance Test,0,none,,YouTube
Everyone Is Talking About This AI!,1,misleading_number,Engineer|Kerala,YouTube
The Truth About Finance Finally Revealed!,1,misleading_number,Technology|Health,YouTube
People Are Shocked After Watching This AI!,1,shock_value,Engineer|Web Development,YouTube
People Are Shocked After Watching This Finance!,1,exaggeration,Mobile|Data Science,YouTube
You Won't Believe This Finance Video!,1,exaggeration,AI|Python,YouTube
This Mobile Trick Went Viral Overnight!,1,exaggeration,Kerala|Kerala,YouTube
Gaming Project Explanation,0,none,,YouTube
Complete Guide to Machine Learning,0,none,,YouTube
Mobile Explained in 10 Minutes,0,none,,YouTube
Mobile Tutorial for Beginners,0,none,,YouTube
Students Tutorial for Beginners,0,none,,YouTube
This Engineer Experiment Shocked Everyone!,1,exaggeration,Mobile|AI,YouTube
Engineer Project Explanation,0,none,,YouTube
Everyone Is Talking About This Data Science!,1,curiosity_gap,Finance|Python,YouTube
Machine Learning Tutorial for Beginners,0,none,,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
I Tried Python And THIS Happened!,1,emotional,Startup|Finance,YouTube
Machine Learning Project Explanation,0,none,,YouTube
How Machine Learning Works Step by Step,0,none,,YouTube
This Machine Learning Trick Went Viral Overnight!,1,emotional,Mobile|Machine Learning,YouTube
The Truth About AI Finally Revealed!,1,emotional,Mobile|Machine Learning,YouTube
Startup Analysis with Real Examples,0,none,,YouTube
Complete Guide to Data Science,0,none,,YouTube
Beginner Friendly Python Course,0,none,,YouTube
Data Science Explained in 10 Minutes,0,none,,YouTube
Students Tutorial for Beginners,0,none,,YouTube
Everyone Is Talking About This Health!,1,emotional,Technology|Web Development,YouTube
Data Science Project Explanation,0,none,,YouTube
I Tried AI And THIS Happened!,1,misleading_number,Technology|Startup,YouTube
How Gaming Works Step by Step,0,none,,YouTube
Data Science Basics for Students,0,none,,YouTube
Mobile Analysis with Real Examples,0,none,,YouTube
Top 5 Students Videos You Must Watch!,1,exaggeration,Kerala|Health,YouTube
This Kerala Video Is Breaking The Internet!,1,curiosity_gap,Python|Kerala,YouTube
Python Project Explanation,0,none,,YouTube
Health Tutorial for Beginners,0,none,,YouTube
I Tried AI And THIS Happened!,1,exaggeration,Web Development|Students,YouTube
People Are Shocked After Watching This AI!,1,exaggeration,Kerala|Cybersecurity,YouTube
People Are Shocked After Watching This Startup!,1,emotional,Finance|Python,YouTube
This Finance Video Is Breaking The Internet!,1,curiosity_gap,Students|AI,YouTube
You Won't Believe This Mobile Video!,1,shock_value,Data Science|Kerala,YouTube
This Machine Learning Video Is Breaking The Internet!,1,emotional,Startup|Web Development,YouTube
This Engineer Experiment Shocked Everyone!,1,curiosity_gap,Gaming|Machine Learning,YouTube
Finance Tutorial for Beginners,0,none,,YouTube
You Will Regret Missing This Python Video!,1,misleading_number,Startup|Engineer,YouTube
Everyone Is Talking About This Mobile!,1,misleading_number,AI|Health,YouTube
Technology Demo and Walkthrough,0,none,,YouTube
This Web Development Trick Went Viral Overnight!,1,curiosity_gap,Data Science|Python,YouTube
Students Review and Performance Test,0,none,,YouTube
How AI Works Step by Step,0,none,,YouTube
I Tried Data Science And THIS Happened!,1,exaggeration,Startup|Python,YouTube
Complete Guide to Startup,0,none,,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,exaggeration,Startup|Engineer,YouTube
Top 5 Python Videos You Must Watch!,1,misleading_number,Cybersecurity|Mobile,YouTube
Top 5 Python Videos You Must Watch!,1,curiosity_gap,Students|Web Development,YouTube
Kerala Analysis with Real Examples,0,none,,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
I Tried Finance And THIS Happened!,1,emotional,Gaming|Health,YouTube
People Are Shocked After Watching This Engineer!,1,curiosity_gap,Python|Python,YouTube
Complete Guide to Startup,0,none,,YouTube
You Will Regret Missing This AI Video!,1,shock_value,Gaming|Finance,YouTube
This Technology Experiment Shocked Everyone!,1,misleading_number,Kerala|Cybersecurity,YouTube
Engineer Basics for Students,0,none,,YouTube
Top 5 Finance Videos You Must Watch!,1,exaggeration,Gaming|Finance,YouTube
The Truth About Machine Learning Finally Revealed!,1,exaggeration,Students|Mobile,YouTube
Python Demo and Walkthrough,0,none,,YouTube
This Gaming Video Is Breaking The Internet!,1,shock_value,Technology|Machine Learning,YouTube
This Web Development Experiment Shocked Everyone!,1,exaggeration,Students|Web Development,YouTube
Complete Guide to Kerala,0,none,,YouTube
This Web Development Video Is Breaking The Internet!,1,exaggeration,Engineer|Machine Learning,YouTube
Data Science Basics for Students,0,none,,YouTube
This Python Experiment Shocked Everyone!,1,emotional,Students|Cybersecurity,YouTube
Gaming Tutorial for Beginners,0,none,,YouTube
Cybersecurity Explained in 10 Minutes,0,none,,YouTube
Complete Guide to Technology,0,none,,YouTube
Web Development Explained in 10 Minutes,0,none,,YouTube
Kerala Demo and Walkthrough,0,none,,YouTube
Beginner Friendly Finance Course,0,none,,YouTube
How Data Science Works Step by Step,0,none,,YouTube
Top 5 Startup Videos You Must Watch!,1,shock_value,Startup|Kerala,YouTube
Python Project Explanation,0,none,,YouTube
You Won't Believe This Students Video!,1,exaggeration,Gaming|Health,YouTube
You Won't Believe This Python Video!,1,shock_value,Students|Mobile,YouTube
Everyone Is Talking About This Kerala!,1,shock_value,Data Science|Engineer,YouTube
Beginner Friendly Mobile Course,0,none,,YouTube
How Mobile Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Python!,1,curiosity_gap,Students|Python,YouTube
Everyone Is Talking About This Data Science!,1,misleading_number,Machine Learning|Machine Learning,YouTube
Cybersecurity Project Explanation,0,none,,YouTube
Top 5 Data Science Videos You Must Watch!,1,curiosity_gap,Gaming|Engineer,YouTube
Everyone Is Talking About This Finance!,1,emotional,Gaming|Students,YouTube
This Python Experiment Shocked Everyone!,1,shock_value,Machine Learning|Data Science,YouTube
Top 5 Health Videos You Must Watch!,1,exaggeration,Engineer|Data Science,YouTube
The Truth About Finance Finally Revealed!,1,misleading_number,Startup|Students,YouTube
Everyone Is Talking About This Students!,1,misleading_number,Finance|Engineer,YouTube
AI Review and Performance Test,0,none,,YouTube
You Won't Believe This Kerala Video!,1,curiosity_gap,Kerala|Engineer,YouTube
Students Tutorial for Beginners,0,none,,YouTube
I Tried Technology And THIS Happened!,1,misleading_number,Web Development|Kerala,YouTube
People Are Shocked After Watching This Kerala!,1,curiosity_gap,Students|Web Development,YouTube
Machine Learning Demo and Walkthrough,0,none,,YouTube
People Are Shocked After Watching This Machine Learning!,1,misleading_number,Gaming|Data Science,YouTube
This Technology Trick Went Viral Overnight!,1,curiosity_gap,Kerala|Finance,YouTube
You Will Regret Missing This Machine Learning Video!,1,exaggeration,Cybersecurity|AI,YouTube
Everyone Is Talking About This Gaming!,1,exaggeration,Gaming|Mobile,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
People Are Shocked After Watching This Engineer!,1,exaggeration,Finance|Students,YouTube
Gaming Basics for Students,0,none,,YouTube
Everyone Is Talking About This Kerala!,1,shock_value,Startup|Students,YouTube
You Won't Believe This Kerala Video!,1,emotional,Startup|Finance,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,exaggeration,Cybersecurity|AI,YouTube
This Data Science Trick Went Viral Overnight!,1,misleading_number,Engineer|Web Development,YouTube
Data Science Explained in 10 Minutes,0,none,,YouTube
Complete Guide to Cybersecurity,0,none,,YouTube
This Technology Experiment Shocked Everyone!,1,exaggeration,Kerala|AI,YouTube
Top 5 Technology Videos You Must Watch!,1,curiosity_gap,Engineer|Gaming,YouTube
Kerala Tutorial for Beginners,0,none,,YouTube
People Are Shocked After Watching This Gaming!,1,misleading_number,Mobile|AI,YouTube
You Won't Believe This Engineer Video!,1,misleading_number,Students|Mobile,YouTube
This Finance Video Is Breaking The Internet!,1,exaggeration,Machine Learning|Cybersecurity,YouTube
Startup Demo and Walkthrough,0,none,,YouTube
Engineer Project Explanation,0,none,,YouTube
Everyone Is Talking About This Cybersecurity!,1,exaggeration,Health|Engineer,YouTube
This Students Trick Went Viral Overnight!,1,emotional,Python|Engineer,YouTube
Finance Explained in 10 Minutes,0,none,,YouTube
You Won't Believe This Web Development Video!,1,misleading_number,Students|Technology,YouTube
Complete Guide to Students,0,none,,YouTube
This Web Development Trick Went Viral Overnight!,1,emotional,Python|AI,YouTube
Complete Guide to Gaming,0,none,,YouTube
Cybersecurity Basics for Students,0,none,,YouTube
AI Review and Performance Test,0,none,,YouTube
The Truth About Students Finally Revealed!,1,emotional,Health|Kerala,YouTube
You Will Regret Missing This Data Science Video!,1,emotional,Startup|Technology,YouTube
People Are Shocked After Watching This Kerala!,1,curiosity_gap,Python|Technology,YouTube
I Tried Web Development And THIS Happened!,1,curiosity_gap,Health|Engineer,YouTube
People Are Shocked After Watching This Machine Learning!,1,exaggeration,Gaming|Startup,YouTube
Gaming Review and Performance Test,0,none,,YouTube
Health Basics for Students,0,none,,YouTube
How Kerala Works Step by Step,0,none,,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
AI Project Explanation,0,none,,YouTube
Top 5 Mobile Videos You Must Watch!,1,misleading_number,Python|Kerala,YouTube
Complete Guide to Machine Learning,0,none,,YouTube
